frame,timestamp_iso,time_hms,raw_ax_g,raw_ay_g,raw_az_g,raw_gx_dps,raw_gy_dps,raw_gz_dps,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,accel_lat_g,accel_lon_g,accel_vert_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg,yaw_deg,mag_x,mag_y,mag_z,temp_c
0,2026-03-06T18:43:37.734000,18:43:37.734,1.33984,2.06719,-9.28799,-0.8545,4.7607,-6.4697,169.1,-5.2,171.3,1.33984,-2.06719,9.28799,-0.8545,-4.7607,-6.4697,-349.1,-5.2,171.3,-1644,1741,17990,26.07
1,2026-03-06T18:43:37.834000,18:43:37.834,1.62217,2.3543,-9.2832,-1.709,2.0142,-6.7139,168.6,-5.3,172.1,1.62217,-2.3543,9.2832,-1.709,-2.0142,-6.7139,-348.6,-5.3,172.1,-1571,1622,17782,26.07
2,2026-03-06T18:43:37.934000,18:43:37.934,1.41162,2.16289,-10.04404,-2.1973,0.2441,-6.6528,168.3,-5.6,172.8,1.41162,-2.16289,10.04404,-2.1973,-0.2441,-6.6528,-348.3,-5.6,172.8,-1582,1545,17784,26.19
3,2026-03-06T18:43:38.034000,18:43:38.034,1.15801,2.37822,-9.53682,2.2583,-2.6245,-6.0425,168.1,-5.6,173.5,1.15801,-2.37822,9.53682,2.2583,2.6245,-6.0425,-348.1,-5.6,173.5,-1611,1456,17772,26.19
4,2026-03-06T18:43:38.133000,18:43:38.133,1.03838,2.31123,-9.00088,-1.2207,0.4883,-5.8594,167.9,-5.4,174.0,1.03838,-2.31123,9.00088,-1.2207,-0.4883,-5.8594,-347.9,-5.4,174.0,-1549,1418,17802,25.94
5,2026-03-06T18:43:38.233000,18:43:38.233,1.04316,2.32559,-9.98184,-5.188,0.9766,-0.5493,167.7,-5.3,174.4,1.04316,-2.32559,9.98184,-5.188,-0.9766,-0.5493,-347.7,-5.3,174.4,-1500,1415,17801,26.32
6,2026-03-06T18:43:38.333000,18:43:38.333,1.69873,4.95264,-11.5418,-34.5459,-50.1099,6.958,167.3,-3.7,173.3,1.69873,-4.95264,11.5418,-34.5459,50.1099,6.958,-347.3,-3.7,173.3,-1355,1317,17755,26.19
7,2026-03-06T18:43:38.433000,18:43:38.433,1.17236,4.62725,-11.69492,-45.4102,-50.1709,-3.7842,160.1,0.5,171.1,1.17236,-4.62725,11.69492,-45.4102,50.1709,-3.7842,-340.1,0.5,171.1,-306,-136,17569,26.07
8,2026-03-06T18:43:38.533000,18:43:38.533,0.10049,2.80889,-7.91465,-118.042,19.165,-1.0376,149.2,1.4,171.4,0.10049,-2.80889,7.91465,-118.042,-19.165,-1.0376,-329.2,1.4,171.4,328,-2653,17003,25.94
9,2026-03-06T18:43:38.632000,18:43:38.632,-0.43545,4.18701,-7.00068,-98.0225,3.2349,-10.2539,141.1,1.2,172.6,-0.43545,-4.18701,7.00068,-98.0225,-3.2349,-10.2539,-321.1,1.2,172.6,-129,-5595,16138,26.26
10,2026-03-06T18:43:38.732000,18:43:38.732,-1.29678,5.42637,-5.81875,-62.0728,0.9766,-19.2871,135.1,1.9,174.0,-1.29678,-5.42637,5.81875,-62.0728,-0.9766,-19.2871,-315.1,1.9,174.0,-386,-8027,15166,26.19
11,2026-03-06T18:43:38.832000,18:43:38.832,-0.75605,6.32119,-4.92393,-45.8374,31.1279,-15.1367,129.9,2.2,175.8,-0.75605,-6.32119,4.92393,-45.8374,-31.1279,-15.1367,-309.9,2.2,175.8,-447,-9668,14189,26.19
12,2026-03-06T18:43:38.932000,18:43:38.932,-0.30146,7.71367,-6.55566,-8.5449,10.6812,3.9062,128.4,1.2,178.9,-0.30146,-7.71367,6.55566,-8.5449,-10.6812,3.9062,-308.4,1.2,178.9,-823,-10678,13440,26.19
13,2026-03-06T18:43:39.032000,18:43:39.032,-0.46416,7.66582,-6.30684,3.0518,12.7563,6.7139,128.0,0.9,179.2,-0.46416,-7.66582,6.30684,3.0518,-12.7563,6.7139,-308.0,0.9,179.2,-1082,-10984,13242,26.07
14,2026-03-06T18:43:39.131000,18:43:39.131,0.66035,7.44092,-6.52217,16.4185,5.5542,6.0425,129.2,-0.2,179.7,0.66035,-7.44092,6.52217,16.4185,-5.5542,6.0425,-309.2,-0.2,179.7,-1466,-10872,13303,26.19
15,2026-03-06T18:43:39.231000,18:43:39.231,-0.06699,8.03906,-6.92412,-1.5869,2.7466,6.6528,129.9,-0.7,179.7,-0.06699,-8.03906,6.92412,-1.5869,-2.7466,6.6528,-309.9,-0.7,179.7,-1649,-10543,13564,26.19
16,2026-03-06T18:43:39.331000,18:43:39.331,-0.20576,7.929,-5.7709,-13.3667,7.4463,0.6714,129.6,-2.0,-179.9,-0.20576,-7.929,5.7709,-13.3667,-7.4463,0.6714,-309.6,-2.0,-179.9,-1899,-10406,13619,26.13
17,2026-03-06T18:43:39.431000,18:43:39.431,0.33018,7.4457,-5.61777,0.6714,3.1738,-7.3853,128.8,-1.4,-179.4,0.33018,-7.4457,5.61777,0.6714,-3.1738,-7.3853,-308.8,-1.4,-179.4,-2027,-10603,13431,26.07
18,2026-03-06T18:43:39.531000,18:43:39.531,1.03838,7.39307,-6.54131,17.9443,-1.709,-3.9062,129.5,-0.8,-179.1,1.03838,-7.39307,6.54131,17.9443,1.709,-3.9062,-309.5,-0.8,-179.1,-1880,-10656,13436,26.13
19,2026-03-06T18:43:39.631000,18:43:39.631,-0.24883,6.81406,-6.43604,3.6621,3.6011,1.4038,130.4,-1.7,-178.7,-0.24883,-6.81406,6.43604,3.6621,-3.6011,1.4038,-310.4,-1.7,-178.7,-1916,-10489,13589,26.19
20,2026-03-06T18:43:39.730000,18:43:39.730,-0.09092,6.84277,-6.69443,10.3149,3.479,-4.5166,131.4,-2.1,-178.1,-0.09092,-6.84277,6.69443,10.3149,-3.479,-4.5166,-311.4,-2.1,-178.1,-2069,-10362,13750,26.13
21,2026-03-06T18:43:39.830000,18:43:39.830,0.58857,7.11074,-6.79492,11.4746,-8.9722,-10.6201,132.6,-0.8,-177.9,0.58857,-7.11074,6.79492,11.4746,8.9722,-10.6201,-312.6,-0.8,-177.9,-1916,-10090,13937,26.13
22,2026-03-06T18:43:39.930000,18:43:39.930,0.0335,7.43135,-6.70879,-3.1738,-2.2583,1.3428,131.9,-0.8,-177.5,0.0335,-7.43135,6.70879,-3.1738,2.2583,1.3428,-311.9,-0.8,-177.5,-1677,-10011,14008,26.19
23,2026-03-06T18:43:40.030000,18:43:40.030,0.38281,7.59883,-5.87617,-11.5356,-0.3662,-5.4932,131.2,-0.5,-177.4,0.38281,-7.59883,5.87617,-11.5356,0.3662,-5.4932,-311.2,-0.5,-177.4,-1611,-10124,13964,26.26
24,2026-03-06T18:43:40.130000,18:43:40.130,0.01436,7.57969,-6.38818,2.8076,6.6528,1.4648,131.4,-0.3,-177.1,0.01436,-7.57969,6.38818,2.8076,-6.6528,1.4648,-311.4,-0.3,-177.1,-1485,-10219,13890,26.07
25,2026-03-06T18:43:40.229000,18:43:40.229,-0.24883,7.32129,-5.97666,12.3291,6.0425,0.1831,132.0,-1.0,-176.8,-0.24883,-7.32129,5.97666,12.3291,-6.0425,0.1831,-312.0,-1.0,-176.8,-1606,-10151,13918,26.19
26,2026-03-06T18:43:40.329000,18:43:40.329,0.10049,7.13945,-6.88105,19.9585,0.7324,-4.8828,132.7,-0.2,-176.7,0.10049,-7.13945,6.88105,19.9585,-0.7324,-4.8828,-312.7,-0.2,-176.7,-1538,-10002,14094,26.26
27,2026-03-06T18:43:40.429000,18:43:40.429,-0.0957,6.88105,-6.5748,0.1831,1.6479,2.5024,133.5,-0.6,-176.3,-0.0957,-6.88105,6.5748,0.1831,-1.6479,2.5024,-313.5,-0.6,-176.3,-1459,-9698,14299,26.13
28,2026-03-06T18:43:40.529000,18:43:40.529,-0.62686,5.479,-5.45986,65.4907,-5.7983,4.0283,135.8,-0.5,-176.8,-0.62686,-5.479,5.45986,65.4907,5.7983,4.0283,-315.8,-0.5,-176.8,-1463,-9472,14458,26.26
29,2026-03-06T18:43:40.629000,18:43:40.629,-0.34453,4.27314,-5.91445,129.9438,-22.2168,9.5825,144.8,0.1,-177.6,-0.34453,-4.27314,5.91445,129.9438,22.2168,9.5825,-324.8,0.1,-177.6,-1287,-7839,15511,26.19
30,2026-03-06T18:43:40.728000,18:43:40.728,0.15313,4.41191,-9.80957,98.2666,-16.4185,13.0615,156.1,0.5,-179.4,0.15313,-4.41191,9.80957,98.2666,16.4185,13.0615,-336.1,0.5,-179.4,-818,-4650,16941,26.0
31,2026-03-06T18:43:40.828000,18:43:40.828,0.65078,3.74199,-11.08721,31.0059,35.3394,7.5684,162.8,-0.2,179.3,0.65078,-3.74199,11.08721,31.0059,-35.3394,7.5684,-342.8,-0.2,179.3,-306,-1841,17782,26.07
32,2026-03-06T18:43:40.928000,18:43:40.928,1.38291,1.85664,-9.41719,37.5977,26.4893,2.9907,165.0,-4.1,179.4,1.38291,-1.85664,9.41719,37.5977,-26.4893,2.9907,-345.0,-4.1,179.4,-831,-513,18157,26.26
33,2026-03-06T18:43:41.028000,18:43:41.028,1.12451,2.50742,-11.04893,-10.2539,-20.6909,-21.3013,166.8,-2.7,-179.5,1.12451,-2.50742,11.04893,-10.2539,20.6909,-21.3013,-346.8,-2.7,-179.5,-1040,430,18325,26.19
34,2026-03-06T18:43:41.128000,18:43:41.128,0.15313,1.9332,-8.79512,10.7422,-8.0566,-8.5449,166.2,-1.7,-178.7,0.15313,-1.9332,8.79512,10.7422,8.0566,-8.5449,-346.2,-1.7,-178.7,-443,445,18321,26.26
35,2026-03-06T18:43:41.227000,18:43:41.227,0.39717,2.39736,-11.35039,-7.2632,7.6294,-2.5635,166.3,-0.9,-178.2,0.39717,-2.39736,11.35039,-7.2632,-7.6294,-2.5635,-346.3,-0.9,-178.2,86,581,18454,26.19
36,2026-03-06T18:43:41.327000,18:43:41.327,0.58379,2.07676,-9.55596,-1.6479,16.8457,1.8921,166.1,-2.4,-177.7,0.58379,-2.07676,9.55596,-1.6479,-16.8457,1.8921,-346.1,-2.4,-177.7,31,447,18438,26.19
37,2026-03-06T18:43:41.427000,18:43:41.427,0.646,2.07676,-9.87656,2.3193,2.7466,-4.5166,166.2,-3.6,-177.2,0.646,-2.07676,9.87656,2.3193,-2.7466,-4.5166,-346.2,-3.6,-177.2,-351,364,18414,26.26
38,2026-03-06T18:43:41.527000,18:43:41.527,0.39717,1.9332,-9.5751,3.9062,2.7466,-5.8594,166.6,-3.7,-176.6,0.39717,-1.9332,9.5751,3.9062,-2.7466,-5.8594,-346.6,-3.7,-176.6,-518,405,18380,26.19
39,2026-03-06T18:43:41.627000,18:43:41.627,0.71777,1.82314,-9.77607,-1.709,4.9438,-5.3101,166.8,-3.7,-175.9,0.71777,-1.82314,9.77607,-1.709,-4.9438,-5.3101,-346.8,-3.7,-175.9,-534,482,18406,25.94
40,2026-03-06T18:43:41.726000,18:43:41.726,1.21543,1.93799,-9.81436,-1.77,4.1504,-2.1362,166.8,-4.3,-175.5,1.21543,-1.93799,9.81436,-1.77,-4.1504,-2.1362,-346.8,-4.3,-175.5,-629,499,18366,26.07
41,2026-03-06T18:43:41.826000,18:43:41.826,0.62207,1.83271,-9.44111,-0.4272,-0.3662,-5.9814,167.0,-4.4,-175.1,0.62207,-1.83271,9.44111,-0.4272,0.3662,-5.9814,-347.0,-4.4,-175.1,-709,510,18379,26.19
42,2026-03-06T18:43:41.926000,18:43:41.926,0.56465,1.94756,-9.92441,-0.9155,3.479,-5.8594,167.1,-4.7,-174.4,0.56465,-1.94756,9.92441,-0.9155,-3.479,-5.8594,-347.1,-4.7,-174.4,-775,546,18396,26.19
43,2026-03-06T18:43:42.026000,18:43:42.026,1.27285,1.81357,-9.59424,2.0752,5.4932,-2.5635,166.9,-5.0,-174.0,1.27285,-1.81357,9.59424,2.0752,-5.4932,-2.5635,-346.9,-5.0,-174.0,-845,491,18354,26.19
44,2026-03-06T18:43:42.126000,18:43:42.126,0.72734,1.76572,-9.31191,2.9907,-2.0752,-3.418,167.3,-4.8,-173.6,0.72734,-1.76572,9.31191,2.9907,2.0752,-3.418,-347.3,-4.8,-173.6,-892,516,18310,26.19
45,2026-03-06T18:43:42.226000,18:43:42.226,0.62207,1.81357,-9.5416,-1.709,-3.3569,-3.6011,167.6,-4.6,-173.3,0.62207,-1.81357,9.5416,-1.709,3.3569,-3.6011,-347.6,-4.6,-173.3,-776,568,18324,26.32
46,2026-03-06T18:43:42.325000,18:43:42.325,1.225,1.86621,-9.48896,0.9766,0.1221,-2.2583,167.6,-4.7,-173.0,1.225,-1.86621,9.48896,0.9766,-0.1221,-2.2583,-347.6,-4.7,-173.0,-717,560,18345,26.13
47,2026-03-06T18:43:42.425000,18:43:42.425,0.82783,1.70352,-9.74258,1.5259,2.1362,-4.0894,167.8,-4.7,-172.7,0.82783,-1.70352,9.74258,1.5259,-2.1362,-4.0894,-347.8,-4.7,-172.7,-697,569,18333,26.26
48,2026-03-06T18:43:42.525000,18:43:42.525,0.66992,1.79443,-9.39326,-0.061,3.0518,-3.1128,167.8,-4.6,-172.3,0.66992,-1.79443,9.39326,-0.061,-3.0518,-3.1128,-347.8,-4.6,-172.3,-638,571,18357,26.26
49,2026-03-06T18:43:42.625000,18:43:42.625,1.07666,1.88535,-9.36934,-3.418,1.4038,-2.9297,167.7,-4.6,-172.0,1.07666,-1.88535,9.36934,-3.418,-1.4038,-2.9297,-347.7,-4.6,-172.0,-598,527,18283,26.19
50,2026-03-06T18:43:42.725000,18:43:42.725,1.29678,1.804,-9.67559,-0.3052,2.4414,-4.0894,167.6,-4.8,-171.4,1.29678,-1.804,9.67559,-0.3052,-2.4414,-4.0894,-347.6,-4.8,-171.4,-581,442,18285,26.32
51,2026-03-06T18:43:42.825000,18:43:42.825,0.58857,1.73701,-10.06797,2.4414,-2.1362,-4.5166,168.0,-4.9,-171.0,0.58857,-1.73701,10.06797,2.4414,2.1362,-4.5166,-348.0,-4.9,-171.0,-605,484,18311,26.38
52,2026-03-06T18:43:42.925000,18:43:42.925,0.47852,1.95713,-9.23535,-1.6479,2.6245,-2.3193,167.8,-4.5,-170.7,0.47852,-1.95713,9.23535,-1.6479,-2.6245,-2.3193,-347.8,-4.5,-170.7,-544,487,18277,26.26
53,2026-03-06T18:43:43.024000,18:43:43.024,1.23936,1.72744,-9.51768,-5.0049,-0.4272,-2.9907,167.7,-4.7,-170.4,1.23936,-1.72744,9.51768,-5.0049,0.4272,-2.9907,-347.7,-4.7,-170.4,-527,458,18289,26.26
54,2026-03-06T18:43:43.124000,18:43:43.124,1.05273,1.75137,-9.22578,6.3477,-4.3945,-4.5776,167.9,-4.8,-170.0,1.05273,-1.75137,9.22578,6.3477,4.3945,-4.5776,-347.9,-4.8,-170.0,-569,401,18296,26.26
55,2026-03-06T18:43:43.224000,18:43:43.224,0.3541,1.78008,-9.85742,6.3477,0.1221,-6.2866,168.4,-4.6,-169.6,0.3541,-1.78008,9.85742,6.3477,-0.1221,-6.2866,-348.4,-4.6,-169.6,-537,464,18299,26.26
56,2026-03-06T18:43:43.324000,18:43:43.324,0.65078,1.23457,-9.45068,5.5542,2.1973,-2.9907,169.0,-4.6,-169.1,0.65078,-1.23457,9.45068,5.5542,-2.1973,-2.9907,-349.0,-4.6,-169.1,-497,579,18349,26.38
57,2026-03-06T18:43:43.424000,18:43:43.424,0.93311,1.21543,-9.72822,-0.6714,0.3052,-2.9297,169.4,-4.6,-168.9,0.93311,-1.21543,9.72822,-0.6714,-0.3052,-2.9297,-349.4,-4.6,-168.9,-540,704,18386,26.13
58,2026-03-06T18:43:43.524000,18:43:43.524,0.7417,0.53594,-9.69473,5.5542,-2.3804,-2.8687,169.8,-4.5,-168.5,0.7417,-0.53594,9.69473,5.5542,2.3804,-2.8687,-349.8,-4.5,-168.5,-526,734,18352,26.07
59,2026-03-06T18:43:43.623000,18:43:43.623,0.36846,1.14365,-9.74258,-3.6011,7.0801,-2.0142,170.0,-4.6,-168.4,0.36846,-1.14365,9.74258,-3.6011,-7.0801,-2.0142,-350.0,-4.6,-168.4,-479,821,18344,26.32
60,2026-03-06T18:43:43.723000,18:43:43.723,0.67949,1.27285,-9.5751,-0.6714,1.9531,-1.5869,169.8,-4.6,-168.0,0.67949,-1.27285,9.5751,-0.6714,-1.9531,-1.5869,-349.8,-4.6,-168.0,-574,747,18344,26.32
61,2026-03-06T18:43:43.823000,18:43:43.823,1.17715,1.00488,-9.57988,-0.4272,-0.8545,-1.5869,170.0,-4.8,-167.9,1.17715,-1.00488,9.57988,-0.4272,0.8545,-1.5869,-350.0,-4.8,-167.9,-671,674,18299,26.26
62,2026-03-06T18:43:43.923000,18:43:43.923,0.27275,1.16279,-10.21631,-1.4038,-2.3804,-3.479,170.2,-4.8,-167.6,0.27275,-1.16279,10.21631,-1.4038,2.3804,-3.479,-350.2,-4.8,-167.6,-733,662,18325,26.19
63,2026-03-06T18:43:44.023000,18:43:44.023,-0.05742,1.13408,-9.21143,-17.2119,4.1504,-3.418,169.3,-4.6,-167.2,-0.05742,-1.13408,9.21143,-17.2119,-4.1504,-3.418,-349.3,-4.6,-167.2,-730,524,18348,26.19
64,2026-03-06T18:43:44.122000,18:43:44.122,0.39238,1.63652,-9.08223,-25.3296,12.6953,-0.6714,167.3,-5.2,-167.0,0.39238,-1.63652,9.08223,-25.3296,-12.6953,-0.6714,-347.3,-5.2,-167.0,-806,27,18300,26.38
65,2026-03-06T18:43:44.222000,18:43:44.222,1.63652,2.25381,-10.24502,-11.2915,14.4043,3.2959,165.7,-7.4,-166.7,1.63652,-2.25381,10.24502,-11.2915,-14.4043,3.2959,-345.7,-7.4,-166.7,-1273,-639,18171,26.26
66,2026-03-06T18:43:44.322000,18:43:44.322,1.54561,2.01934,-9.49375,0.8545,5.4932,-1.3428,165.1,-7.4,-166.5,1.54561,-2.01934,9.49375,0.8545,-5.4932,-1.3428,-345.1,-7.4,-166.5,-1652,-1075,18076,26.13
67,2026-03-06T18:43:44.422000,18:43:44.422,0.67949,2.05283,-9.62295,5.8594,-7.0801,-0.6714,165.8,-7.2,-166.6,0.67949,-2.05283,9.62295,5.8594,7.0801,-0.6714,-345.8,-7.2,-166.6,-1748,-1117,18101,26.32
68,2026-03-06T18:43:44.522000,18:43:44.522,-0.05264,1.88057,-9.24492,0.8545,-6.2256,0.1831,166.7,-6.8,-166.7,-0.05264,-1.88057,9.24492,0.8545,6.2256,0.1831,-346.7,-6.8,-166.7,-1662,-889,18179,26.26
69,2026-03-06T18:43:44.621000,18:43:44.621,1.0958,2.16768,-9.57988,-5.3101,-3.7842,1.1597,166.5,-6.6,-166.6,1.0958,-2.16768,9.57988,-5.3101,3.7842,1.1597,-346.5,-6.6,-166.6,-1601,-828,18197,26.13
70,2026-03-06T18:43:44.721000,18:43:44.721,1.95234,2.20117,-8.9291,3.2349,1.4648,3.6011,166.3,-6.2,-167.1,1.95234,-2.20117,8.9291,3.2349,-1.4648,3.6011,-346.3,-6.2,-167.1,-1501,-907,18123,26.26
71,2026-03-06T18:43:44.821000,18:43:44.821,0.59814,1.64609,-9.82393,22.583,-13.0005,-0.9766,168.3,-6.0,-167.6,0.59814,-1.64609,9.82393,22.583,13.0005,-0.9766,-348.3,-6.0,-167.6,-1523,-644,18173,26.32
72,2026-03-06T18:43:44.921000,18:43:44.921,-0.11006,1.20107,-9.4459,7.9346,-1.3428,-7.9956,169.8,-5.4,-166.7,-0.11006,-1.20107,9.4459,7.9346,1.3428,-7.9956,-349.8,-5.4,-166.7,-1390,-88,18308,26.19
73,2026-03-06T18:43:45.021000,18:43:45.021,0.4833,1.52168,-10.24502,-0.061,-0.3052,1.2817,170.1,-5.1,-166.6,0.4833,-1.52168,10.24502,-0.061,0.3052,1.2817,-350.1,-5.1,-166.6,-1303,133,18329,26.32
74,2026-03-06T18:43:45.121000,18:43:45.121,1.1915,1.45947,-9.24014,-3.7842,4.0283,4.0894,169.6,-5.1,-166.9,1.1915,-1.45947,9.24014,-3.7842,-4.0283,4.0894,-349.6,-5.1,-166.9,-1281,93,18309,26.13
75,2026-03-06T18:43:45.220000,18:43:45.220,0.29189,1.50732,-9.55117,6.6528,-2.7466,0.8545,170.0,-5.0,-167.2,0.29189,-1.50732,9.55117,6.6528,2.7466,0.8545,-350.0,-5.0,-167.2,-1380,31,18264,26.32
76,2026-03-06T18:43:45.320000,18:43:45.320,0.27754,1.4834,-9.0583,-3.2959,3.7842,0.061,170.1,-5.0,-167.3,0.27754,-1.4834,9.0583,-3.2959,-3.7842,0.061,-350.1,-5.0,-167.3,-1371,147,18320,26.19
77,2026-03-06T18:43:45.420000,18:43:45.420,0.17227,1.24414,-9.68516,5.6152,0.4272,3.2349,170.6,-5.1,-167.5,0.17227,-1.24414,9.68516,5.6152,-0.4272,3.2349,-350.6,-5.1,-167.5,-1445,234,18332,26.38
78,2026-03-06T18:43:45.520000,18:43:45.520,0.76562,1.44512,-9.34541,-9.6436,6.5308,1.77,170.2,-5.0,-167.6,0.76562,-1.44512,9.34541,-9.6436,-6.5308,1.77,-350.2,-5.0,-167.6,-1473,277,18399,26.32
79,2026-03-06T18:43:45.620000,18:43:45.620,0.65557,1.17236,-10.12061,6.2866,-9.2163,6.0425,170.6,-5.0,-168.2,0.65557,-1.17236,10.12061,6.2866,9.2163,6.0425,-350.6,-5.0,-168.2,-1571,180,18415,26.26
80,2026-03-06T18:43:45.720000,18:43:45.720,0.38281,1.11494,-9.95791,-3.418,-3.6621,2.6245,170.9,-4.7,-168.6,0.38281,-1.11494,9.95791,-3.418,3.6621,2.6245,-350.9,-4.7,-168.6,-1506,323,18404,26.26
81,2026-03-06T18:43:45.819000,18:43:45.819,0.09092,1.26807,-9.06787,6.2866,0.4883,5.127,171.1,-4.5,-169.1,0.09092,-1.26807,9.06787,6.2866,-0.4883,5.127,-351.1,-4.5,-169.1,-1495,353,18426,26.32
82,2026-03-06T18:43:45.919000,18:43:45.919,0.00957,1.15322,-9.96748,-2.9297,-1.0376,2.1362,171.6,-4.3,-169.4,0.00957,-1.15322,9.96748,-2.9297,1.0376,2.1362,-351.6,-4.3,-169.4,-1546,518,18477,26.38
83,2026-03-06T18:43:46.019000,18:43:46.019,1.05273,1.40684,-9.88135,-0.5493,4.1504,7.019,171.3,-4.6,-169.8,1.05273,-1.40684,9.88135,-0.5493,-4.1504,7.019,-351.3,-4.6,-169.8,-1585,481,18517,26.32
84,2026-03-06T18:43:46.119000,18:43:46.119,0.39717,1.16279,-9.76172,1.1597,-2.1973,3.1128,171.6,-4.3,-170.4,0.39717,-1.16279,9.76172,1.1597,2.1973,3.1128,-351.6,-4.3,-170.4,-1662,483,18442,26.26
85,2026-03-06T18:43:46.219000,18:43:46.219,0.24883,0.80391,-10.09189,2.9907,-4.5166,5.0659,171.9,-3.9,-170.8,0.24883,-0.80391,10.09189,2.9907,4.5166,5.0659,-351.9,-3.9,-170.8,-1650,542,18454,26.32
86,2026-03-06T18:43:46.318000,18:43:46.318,0.26797,1.03838,-9.22578,-1.5259,1.4038,4.3335,172.0,-3.7,-171.3,0.26797,-1.03838,9.22578,-1.5259,-1.4038,4.3335,-352.0,-3.7,-171.3,-1630,599,18488,26.26
87,2026-03-06T18:43:46.418000,18:43:46.418,0.21533,0.76562,-10.20674,-1.8921,-4.9438,5.3101,172.2,-3.5,-171.9,0.21533,-0.76562,10.20674,-1.8921,4.9438,5.3101,-352.2,-3.5,-171.9,-1648,634,18515,26.32
88,2026-03-06T18:43:46.518000,18:43:46.518,0.36367,1.26328,-9.79521,-0.6104,-0.7935,6.897,172.0,-3.4,-172.4,0.36367,-1.26328,9.79521,-0.6104,0.7935,6.897,-352.0,-3.4,-172.4,-1668,629,18486,26.32
89,2026-03-06T18:43:46.618000,18:43:46.618,0.0335,1.28242,-9.80957,-4.0894,-1.5869,4.9438,172.1,-3.2,-173.1,0.0335,-1.28242,9.80957,-4.0894,1.5869,4.9438,-352.1,-3.2,-173.1,-1691,662,18498,26.45
90,2026-03-06T18:43:46.718000,18:43:46.718,0.06221,1.15801,-9.91484,2.2583,-2.0142,7.7515,172.1,-3.0,-173.6,0.06221,-1.15801,9.91484,2.2583,2.0142,7.7515,-352.1,-3.0,-173.6,-1726,665,18497,26.26
91,2026-03-06T18:43:46.818000,18:43:46.818,0.1627,1.40684,-9.65166,-4.3945,1.2207,6.7139,172.0,-2.9,-174.4,0.1627,-1.40684,9.65166,-4.3945,-1.2207,6.7139,-352.0,-2.9,-174.4,-1751,706,18505,26.32
92,2026-03-06T18:43:46.917000,18:43:46.917,0.24883,1.3207,-9.71387,-0.4272,-0.061,8.1177,171.8,-2.7,-175.1,0.24883,-1.3207,9.71387,-0.4272,0.061,8.1177,-351.8,-2.7,-175.1,-1785,670,18479,26.19
93,2026-03-06T18:43:47.017000,18:43:47.017,-0.0957,1.3542,-9.70908,-2.3804,-1.8921,7.2021,171.8,-2.5,-175.9,-0.0957,-1.3542,9.70908,-2.3804,1.8921,7.2021,-351.8,-2.5,-175.9,-1819,694,18418,26.32
94,2026-03-06T18:43:47.117000,18:43:47.117,0.26318,1.40205,-10.0249,1.0986,-0.4883,8.7891,171.7,-2.5,-176.8,0.26318,-1.40205,10.0249,1.0986,0.4883,8.7891,-351.7,-2.5,-176.8,-1856,707,18399,26.26
95,2026-03-06T18:43:47.217000,18:43:47.217,-0.09092,1.51211,-9.36934,-2.6245,1.4038,7.0801,171.6,-2.5,-177.5,-0.09092,-1.51211,9.36934,-2.6245,-1.4038,7.0801,-351.6,-2.5,-177.5,-1918,726,18404,26.38
96,2026-03-06T18:43:47.317000,18:43:47.317,0.66992,1.41162,-9.6373,-2.3804,1.5259,10.0098,171.4,-2.5,-178.4,0.66992,-1.41162,9.6373,-2.3804,-1.5259,10.0098,-351.4,-2.5,-178.4,-1938,649,18281,26.38
97,2026-03-06T18:43:47.416000,18:43:47.416,0.6125,1.52168,-9.51289,-2.1362,-3.479,7.2021,171.2,-2.5,-179.2,0.6125,-1.52168,9.51289,-2.1362,3.479,7.2021,-351.2,-2.5,-179.2,-2005,646,18306,26.38
98,2026-03-06T18:43:47.516000,18:43:47.516,0.40674,1.63174,-9.98184,1.709,-3.479,7.6294,171.3,-2.5,179.9,0.40674,-1.63174,9.98184,1.709,3.479,7.6294,-351.3,-2.5,179.9,-2045,655,18254,26.45
99,2026-03-06T18:43:47.616000,18:43:47.616,0.31104,2.01934,-9.32148,-2.9297,0.3662,6.2866,171.1,-2.4,179.3,0.31104,-2.01934,9.32148,-2.9297,-0.3662,6.2866,-351.1,-2.4,179.3,-2057,689,18273,26.32
100,2026-03-06T18:43:47.716000,18:43:47.716,0.579,1.76094,-9.75693,2.0142,0.5493,6.2866,171.1,-2.5,178.6,0.579,-1.76094,9.75693,2.0142,-0.5493,6.2866,-351.1,-2.5,178.6,-2084,713,18282,26.26
101,2026-03-06T18:43:47.816000,18:43:47.816,0.53115,1.73701,-9.34063,-1.8921,-2.4414,6.4087,170.9,-2.5,178.0,0.53115,-1.73701,9.34063,-1.8921,2.4414,6.4087,-350.9,-2.5,178.0,-2112,767,18312,26.32
102,2026-03-06T18:43:47.916000,18:43:47.916,0.94268,1.82314,-9.69951,0.4272,-0.3052,8.3618,170.9,-2.7,177.2,0.94268,-1.82314,9.69951,0.4272,0.3052,8.3618,-350.9,-2.7,177.2,-2138,780,18318,26.19
103,2026-03-06T18:43:48.015000,18:43:48.015,0.59814,2.17246,-9.23535,-4.3335,-2.0142,5.249,170.5,-2.7,176.7,0.59814,-2.17246,9.23535,-4.3335,2.0142,5.249,-350.5,-2.7,176.7,-2176,816,18308,26.38
