frame,timestamp_iso,time_hms,raw_ax_g,raw_ay_g,raw_az_g,raw_gx_dps,raw_gy_dps,raw_gz_dps,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,accel_lat_g,accel_lon_g,accel_vert_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg,yaw_deg,mag_x,mag_y,mag_z,temp_c
4330,2026-03-06T18:53:21.941000,18:53:21.941,0.72256,3.18691,-9.43633,-2.7466,1.77,0.4883,160.7,-4.6,72.1,0.72256,-3.18691,9.43633,-2.7466,-1.77,0.4883,-340.7,-4.6,72.1,3116,1269,18955,36.41
4331,2026-03-06T18:53:22.041000,18:53:22.041,0.5168,2.60791,-8.16826,3.479,3.2959,-4.1504,161.5,-4.1,72.1,0.5168,-2.60791,8.16826,3.479,-3.2959,-4.1504,-341.5,-4.1,72.1,3350,1321,19047,36.35
4332,2026-03-06T18:53:22.141000,18:53:22.141,1.11016,2.4835,-8.6085,-0.7324,0.3052,0.061,161.8,-4.6,72.3,1.11016,-2.4835,8.6085,-0.7324,-0.3052,0.061,-341.8,-4.6,72.3,3709,1760,19458,36.48
4333,2026-03-06T18:53:22.240000,18:53:22.240,1.20586,2.52656,-8.80469,-4.0894,8.3618,-1.2817,161.9,-4.8,72.5,1.20586,-2.52656,8.80469,-4.0894,-8.3618,-1.2817,-341.9,-4.8,72.5,3697,1836,20672,36.35
4334,2026-03-06T18:53:22.340000,18:53:22.340,-0.54072,2.86631,-10.42686,-4.5776,9.3994,-4.0894,163.1,-4.5,72.6,-0.54072,-2.86631,10.42686,-4.5776,-9.3994,-4.0894,-343.1,-4.5,72.6,3478,392,21547,36.16
4335,2026-03-06T18:53:22.440000,18:53:22.440,1.29199,3.14863,-10.63262,-10.9863,6.1646,3.1738,162.0,-6.1,73.2,1.29199,-3.14863,10.63262,-10.9863,-6.1646,3.1738,-342.0,-6.1,73.2,2683,-287,20400,36.35
4336,2026-03-06T18:53:22.539000,18:53:22.539,1.6748,2.72275,-8.13955,-2.6245,-4.0894,2.6245,161.2,-5.8,72.8,1.6748,-2.72275,8.13955,-2.6245,4.0894,2.6245,-341.2,-5.8,72.8,2269,-166,19467,36.29
4337,2026-03-06T18:53:22.640000,18:53:22.640,0.66035,2.41172,-8.1874,10.6201,-13.6719,-4.0283,161.9,-5.4,72.6,0.66035,-2.41172,8.1874,10.6201,13.6719,-4.0283,-341.9,-5.4,72.6,2423,222,19242,36.16
4338,2026-03-06T18:53:22.740000,18:53:22.740,-0.03828,2.94766,-9.24971,7.9346,-0.1221,-0.4883,162.6,-4.9,73.0,-0.03828,-2.94766,9.24971,7.9346,0.1221,-0.4883,-342.6,-4.9,73.0,2674,633,19423,36.16
4339,2026-03-06T18:53:22.840000,18:53:22.840,0.53115,2.69883,-9.26406,-8.3008,4.7607,0.5493,162.6,-5.0,73.1,0.53115,-2.69883,9.26406,-8.3008,-4.7607,0.5493,-342.6,-5.0,73.1,2554,772,19294,36.35
4340,2026-03-06T18:53:22.939000,18:53:22.939,0.62686,2.74189,-10.446,2.5024,-0.5493,-0.4883,162.6,-4.8,73.0,0.62686,-2.74189,10.446,2.5024,0.5493,-0.4883,-342.6,-4.8,73.0,2392,908,19254,36.16
4341,2026-03-06T18:53:23.039000,18:53:23.039,0.55986,2.58398,-10.49385,-2.1362,-4.6997,0.1221,162.4,-4.6,73.1,0.55986,-2.58398,10.49385,-2.1362,4.6997,0.1221,-342.4,-4.6,73.1,2332,992,19122,36.23
4342,2026-03-06T18:53:23.139000,18:53:23.139,1.02402,2.81367,-9.37412,-2.3193,6.7749,1.0376,162.2,-4.7,73.0,1.02402,-2.81367,9.37412,-2.3193,-6.7749,1.0376,-342.2,-4.7,73.0,2422,1075,19099,36.41
4343,2026-03-06T18:53:23.239000,18:53:23.239,0.62686,2.63662,-9.221,6.2866,-1.3428,-1.3428,162.6,-4.7,73.1,0.62686,-2.63662,9.221,6.2866,1.3428,-1.3428,-342.6,-4.7,73.1,2305,937,19239,36.41
4344,2026-03-06T18:53:23.339000,18:53:23.339,0.14834,2.39258,-8.79512,-4.5776,-5.9814,-0.6714,162.7,-4.7,73.1,0.14834,-2.39258,8.79512,-4.5776,5.9814,-0.6714,-342.7,-4.7,73.1,2350,1161,19030,36.35
4345,2026-03-06T18:53:23.439000,18:53:23.439,0.46895,2.26816,-8.24482,-3.7842,-2.7466,0.6104,162.7,-4.3,72.9,0.46895,-2.26816,8.24482,-3.7842,2.7466,0.6104,-342.7,-4.3,72.9,2598,1265,19122,36.48
4346,2026-03-06T18:53:23.538000,18:53:23.538,0.55508,2.22031,-8.575,5.3101,-6.4087,-0.9155,162.9,-4.0,72.9,0.55508,-2.22031,8.575,5.3101,6.4087,-0.9155,-342.9,-4.0,72.9,2892,1294,19353,36.35
4347,2026-03-06T18:53:23.638000,18:53:23.638,0.63643,2.40693,-10.01533,4.4556,13.4277,2.2583,163.5,-4.4,73.0,0.63643,-2.40693,10.01533,4.4556,-13.4277,2.2583,-343.5,-4.4,73.0,2997,1145,19649,36.23
4348,2026-03-06T18:53:23.738000,18:53:23.738,0.46416,2.79453,-9.17314,2.7466,-8.4839,3.479,164.0,-4.4,72.6,0.46416,-2.79453,9.17314,2.7466,8.4839,3.479,-344.0,-4.4,72.6,2641,1042,19550,36.41
4349,2026-03-06T18:53:23.837000,18:53:23.837,0.39717,2.64619,-8.76162,6.5918,8.2397,-0.2441,163.8,-4.5,72.6,0.39717,-2.64619,8.76162,6.5918,-8.2397,-0.2441,-343.8,-4.5,72.6,2783,999,19136,36.35
4350,2026-03-06T18:53:23.937000,18:53:23.937,-0.13398,2.84238,-11.35518,5.4321,2.3804,2.3193,164.6,-4.2,72.5,-0.13398,-2.84238,11.35518,5.4321,-2.3804,2.3193,-344.6,-4.2,72.5,2652,902,19167,36.48
4351,2026-03-06T18:53:24.037000,18:53:24.037,1.26328,3.13428,-11.46523,-9.3994,12.8784,0.8545,164.2,-4.7,72.5,1.26328,-3.13428,11.46523,-9.3994,-12.8784,0.8545,-344.2,-4.7,72.5,2623,1119,18919,36.48
4352,2026-03-06T18:53:24.137000,18:53:24.137,1.49297,3.096,-10.5417,9.7046,10.437,7.9956,163.9,-5.6,72.5,1.49297,-3.096,10.5417,9.7046,-10.437,7.9956,-343.9,-5.6,72.5,2381,1044,18905,36.48
4353,2026-03-06T18:53:24.237000,18:53:24.237,0.22012,2.39258,-8.44102,5.6152,-18.3105,-2.5024,164.2,-5.6,72.2,0.22012,-2.39258,8.44102,5.6152,18.3105,-2.5024,-344.2,-5.6,72.2,2183,1222,18957,36.35
4354,2026-03-06T18:53:24.338000,18:53:24.338,-0.45459,2.24424,-7.37393,-7.3242,11.2305,2.2583,164.7,-4.4,72.1,-0.45459,-2.24424,7.37393,-7.3242,-11.2305,2.2583,-344.7,-4.4,72.1,2488,1429,18864,36.23
4355,2026-03-06T18:53:24.439000,18:53:24.439,1.01924,2.97637,-10.37422,10.3149,-7.6904,3.8452,164.7,-5.1,71.9,1.01924,-2.97637,10.37422,10.3149,7.6904,3.8452,-344.7,-5.1,71.9,2404,1418,18930,36.35
4356,2026-03-06T18:53:24.536000,18:53:24.536,1.04795,3.27783,-10.06797,1.8921,-2.3804,-1.9531,164.2,-4.7,71.7,1.04795,-3.27783,10.06797,1.8921,2.3804,-1.9531,-344.2,-4.7,71.7,2468,1432,18908,36.29
4357,2026-03-06T18:53:24.636000,18:53:24.636,0.5168,2.78018,-8.99609,3.7842,-2.7466,-2.6245,164.2,-3.9,71.5,0.5168,-2.78018,8.99609,3.7842,2.7466,-2.6245,-344.2,-3.9,71.5,2651,1447,18851,36.41
4358,2026-03-06T18:53:24.736000,18:53:24.736,0.65078,2.43564,-8.85732,1.709,2.6855,-0.6714,164.3,-4.4,71.5,0.65078,-2.43564,8.85732,1.709,-2.6855,-0.6714,-344.3,-4.4,71.5,2761,1425,18950,36.41
4359,2026-03-06T18:53:24.836000,18:53:24.836,-0.42109,3.00029,-11.36475,3.9062,5.3101,1.2207,165.1,-4.2,71.5,-0.42109,-3.00029,11.36475,3.9062,-5.3101,1.2207,-345.1,-4.2,71.5,2721,1618,18907,36.48
4360,2026-03-06T18:53:24.936000,18:53:24.936,0.65078,2.66055,-9.84307,-14.2822,3.479,3.7842,164.3,-4.5,71.6,0.65078,-2.66055,9.84307,-14.2822,-3.479,3.7842,-344.3,-4.5,71.6,2765,1743,19038,36.23
4361,2026-03-06T18:53:25.036000,18:53:25.036,0.81348,2.07676,-8.63242,-7.3853,3.1128,0.7935,163.8,-4.3,71.3,0.81348,-2.07676,8.63242,-7.3853,-3.1128,0.7935,-343.8,-4.3,71.3,2649,1459,18990,36.35
4362,2026-03-06T18:53:25.136000,18:53:25.136,0.48809,2.56963,-9.65645,7.4463,-3.6621,1.5869,163.8,-4.3,71.3,0.48809,-2.56963,9.65645,7.4463,3.6621,1.5869,-343.8,-4.3,71.3,2857,1392,18954,36.48
4363,2026-03-06T18:53:25.236000,18:53:25.236,0.04307,2.13896,-8.39316,-15.3809,15.9912,-0.8545,164.0,-4.2,71.3,0.04307,-2.13896,8.39316,-15.3809,-15.9912,-0.8545,-344.0,-4.2,71.3,2938,1628,19093,36.35
4364,2026-03-06T18:53:25.336000,18:53:25.336,0.45459,2.1916,-9.80957,2.3193,-1.77,1.2817,164.4,-4.1,71.2,0.45459,-2.1916,9.80957,2.3193,1.77,1.2817,-344.4,-4.1,71.2,2758,1414,19050,36.41
4365,2026-03-06T18:53:25.435000,18:53:25.435,1.05273,2.39736,-9.80479,0.2441,-3.8452,2.5635,163.8,-4.9,71.2,1.05273,-2.39736,9.80479,0.2441,3.8452,2.5635,-343.8,-4.9,71.2,2662,1338,19150,36.29
4366,2026-03-06T18:53:25.535000,18:53:25.535,0.646,2.1916,-8.80469,-5.5542,15.564,1.6479,164.0,-4.7,71.3,0.646,-2.1916,8.80469,-5.5542,-15.564,1.6479,-344.0,-4.7,71.3,2516,1432,19004,36.48
4367,2026-03-06T18:53:25.635000,18:53:25.635,0.78955,2.66533,-9.31191,1.4038,-1.5869,0.0,164.1,-4.8,71.3,0.78955,-2.66533,9.31191,1.4038,1.5869,0.0,-344.1,-4.8,71.3,2709,1221,19307,36.35
4368,2026-03-06T18:53:25.735000,18:53:25.735,0.9666,2.5792,-9.35977,-3.6011,6.8359,2.7466,163.9,-5.4,71.2,0.9666,-2.5792,9.35977,-3.6011,-6.8359,2.7466,-343.9,-5.4,71.2,2393,1428,19066,36.29
4369,2026-03-06T18:53:25.835000,18:53:25.835,1.0001,2.98594,-9.91963,-2.1973,3.6011,0.3662,163.9,-5.3,71.2,1.0001,-2.98594,9.91963,-2.1973,-3.6011,0.3662,-343.9,-5.3,71.2,2537,1240,19406,36.29
4370,2026-03-06T18:53:25.935000,18:53:25.935,0.97139,2.52178,-8.28311,-8.2397,-4.6387,0.4272,163.4,-5.4,71.1,0.97139,-2.52178,8.28311,-8.2397,4.6387,0.4272,-343.4,-5.4,71.1,2545,1227,19427,36.41
4371,2026-03-06T18:53:26.035000,18:53:26.035,0.30146,2.62705,-9.51768,2.7466,6.2256,0.8545,163.8,-4.9,71.0,0.30146,-2.62705,9.51768,2.7466,-6.2256,0.8545,-343.8,-4.9,71.0,2407,1326,19164,36.35
4372,2026-03-06T18:53:26.134000,18:53:26.134,0.84219,2.90459,-9.55117,1.709,-7.8125,-0.4883,163.6,-5.5,71.0,0.84219,-2.90459,9.55117,1.709,7.8125,-0.4883,-343.6,-5.5,71.0,2197,1123,19219,36.16
4373,2026-03-06T18:53:26.234000,18:53:26.234,0.92354,2.75625,-9.37412,-0.7935,0.6714,0.8545,163.5,-5.3,70.9,0.92354,-2.75625,9.37412,-0.7935,-0.6714,0.8545,-343.5,-5.3,70.9,2170,1360,19072,36.29
4374,2026-03-06T18:53:26.334000,18:53:26.334,0.25361,3.08164,-10.04883,0.4272,-0.7324,0.6104,163.6,-5.0,70.8,0.25361,-3.08164,10.04883,0.4272,0.7324,0.6104,-343.6,-5.0,70.8,2257,1106,19239,36.35
4375,2026-03-06T18:53:26.434000,18:53:26.434,1.02402,3.12471,-9.91006,0.5493,-0.4272,1.0376,163.2,-5.2,70.7,1.02402,-3.12471,9.91006,0.5493,0.4272,1.0376,-343.2,-5.2,70.7,2162,1393,19147,36.23
4376,2026-03-06T18:53:26.534000,18:53:26.534,1.12451,3.13428,-9.5416,-0.9766,-5.127,0.6714,163.0,-5.3,70.6,1.12451,-3.13428,9.5416,-0.9766,5.127,0.6714,-343.0,-5.3,70.6,2170,1099,19360,36.35
4377,2026-03-06T18:53:26.634000,18:53:26.634,0.85176,2.89502,-9.35498,3.6621,0.4883,0.2441,162.8,-5.0,70.5,0.85176,-2.89502,9.35498,3.6621,-0.4883,0.2441,-342.8,-5.0,70.5,2297,930,19520,36.54
4378,2026-03-06T18:53:26.734000,18:53:26.734,0.79912,2.88066,-9.03916,-7.5073,6.3477,0.4883,163.0,-5.0,70.4,0.79912,-2.88066,9.03916,-7.5073,-6.3477,0.4883,-343.0,-5.0,70.4,2372,1301,19521,36.41
4379,2026-03-06T18:53:26.834000,18:53:26.834,0.68428,2.35908,-8.71377,-1.5259,-2.6855,1.4648,163.0,-4.7,70.2,0.68428,-2.35908,8.71377,-1.5259,2.6855,1.4648,-343.0,-4.7,70.2,2302,1073,19172,36.35
4380,2026-03-06T18:53:26.933000,18:53:26.933,0.84219,2.64619,-9.59902,1.5259,-6.2256,-0.1221,163.0,-4.5,70.1,0.84219,-2.64619,9.59902,1.5259,6.2256,-0.1221,-343.0,-4.5,70.1,2319,1334,19421,36.29
4381,2026-03-06T18:53:27.033000,18:53:27.033,0.68428,2.49785,-8.94824,-1.709,-0.8545,0.7324,163.0,-4.4,70.0,0.68428,-2.49785,8.94824,-1.709,0.8545,0.7324,-343.0,-4.4,70.0,2388,1081,19150,36.41
4382,2026-03-06T18:53:27.133000,18:53:27.133,0.71777,2.36387,-8.9291,3.6621,-5.4932,0.7324,163.0,-4.4,70.0,0.71777,-2.36387,8.9291,3.6621,5.4932,0.7324,-343.0,-4.4,70.0,2361,1271,19471,36.48
4383,2026-03-06T18:53:27.233000,18:53:27.233,0.646,2.13418,-9.04873,-5.3711,3.2349,1.0376,163.3,-4.6,69.9,0.646,-2.13418,9.04873,-5.3711,-3.2349,1.0376,-343.3,-4.6,69.9,2326,1213,19214,36.41
4384,2026-03-06T18:53:27.333000,18:53:27.333,0.53115,2.76582,-10.13975,8.8501,-8.5449,-0.3052,163.5,-4.4,69.9,0.53115,-2.76582,10.13975,8.8501,8.5449,-0.3052,-343.5,-4.4,69.9,2213,1030,19269,36.35
4385,2026-03-06T18:53:27.433000,18:53:27.433,0.81348,2.25859,-8.86211,-7.5073,-2.0142,1.0986,163.3,-4.8,69.8,0.81348,-2.25859,8.86211,-7.5073,2.0142,1.0986,-343.3,-4.8,69.8,2094,1129,19513,36.41
4386,2026-03-06T18:53:27.533000,18:53:27.533,0.46416,2.46914,-9.74258,-5.0659,14.5874,2.4414,163.6,-4.6,69.7,0.46416,-2.46914,9.74258,-5.0659,-14.5874,2.4414,-343.6,-4.6,69.7,2248,1256,19083,36.41
4387,2026-03-06T18:53:27.632000,18:53:27.632,0.42588,2.51699,-8.82861,-9.1553,-0.6714,-1.2207,163.4,-4.7,69.7,0.42588,-2.51699,8.82861,-9.1553,0.6714,-1.2207,-343.4,-4.7,69.7,1952,1207,19507,36.54
4388,2026-03-06T18:53:27.732000,18:53:27.732,0.99531,2.12939,-8.49844,-9.0332,5.7983,2.0752,163.0,-5.2,69.6,0.99531,-2.12939,8.49844,-9.0332,-5.7983,2.0752,-343.0,-5.2,69.6,2063,1132,19075,36.48
4389,2026-03-06T18:53:27.832000,18:53:27.832,0.68906,2.52656,-9.14922,0.2441,2.3193,0.3052,163.2,-5.0,69.5,0.68906,-2.52656,9.14922,0.2441,-2.3193,0.3052,-343.2,-5.0,69.5,1794,976,19496,36.41
4390,2026-03-06T18:53:27.932000,18:53:27.932,0.8374,2.26338,-8.42188,-5.4932,-0.5493,-0.6104,163.1,-5.2,69.5,0.8374,-2.26338,8.42188,-5.4932,0.5493,-0.6104,-343.1,-5.2,69.5,1799,1181,19417,36.23
4391,2026-03-06T18:53:28.032000,18:53:28.032,0.97617,2.47871,-9.35977,-1.5869,5.7983,2.1973,163.4,-5.2,69.4,0.97617,-2.47871,9.35977,-1.5869,-5.7983,2.1973,-343.4,-5.2,69.4,1919,1054,19188,36.41
4392,2026-03-06T18:53:28.132000,18:53:28.132,1.08623,2.91895,-10.46992,5.7983,-7.0801,-0.4272,163.3,-5.3,69.4,1.08623,-2.91895,10.46992,5.7983,7.0801,-0.4272,-343.3,-5.3,69.4,1792,943,19242,36.41
4393,2026-03-06T18:53:28.232000,18:53:28.232,1.03838,3.05771,-10.61826,-1.2817,0.0,-0.3662,163.4,-5.5,69.4,1.03838,-3.05771,10.61826,-1.2817,-0.0,-0.3662,-343.4,-5.5,69.4,1958,1165,19060,36.48
4394,2026-03-06T18:53:28.332000,18:53:28.332,1.1293,2.68447,-9.82871,0.9766,-4.3335,0.3052,163.2,-5.4,69.2,1.1293,-2.68447,9.82871,0.9766,4.3335,0.3052,-343.2,-5.4,69.2,1891,1203,18945,36.35
4395,2026-03-06T18:53:28.431000,18:53:28.431,1.53604,2.76582,-9.16836,1.4038,-1.9531,1.3428,162.8,-5.9,69.3,1.53604,-2.76582,9.16836,1.4038,1.9531,1.3428,-342.8,-5.9,69.3,1836,1200,19019,36.41
4396,2026-03-06T18:53:28.531000,18:53:28.531,0.72734,2.94766,-8.9626,5.249,-2.6855,0.8545,163.1,-5.5,69.1,0.72734,-2.94766,8.9626,5.249,2.6855,0.8545,-343.1,-5.5,69.1,1781,1046,19216,36.41
4397,2026-03-06T18:53:28.631000,18:53:28.631,1.03838,2.70361,-8.58457,-2.3804,4.0894,0.6104,163.0,-5.6,69.1,1.03838,-2.70361,8.58457,-2.3804,-4.0894,0.6104,-343.0,-5.6,69.1,1804,1038,19303,36.48
4398,2026-03-06T18:53:28.731000,18:53:28.731,1.18672,2.84717,-9.17314,-0.9766,1.9531,1.8311,163.2,-5.5,68.9,1.18672,-2.84717,9.17314,-0.9766,-1.9531,1.8311,-343.2,-5.5,68.9,1956,1161,19187,36.54
4399,2026-03-06T18:53:28.831000,18:53:28.831,0.82305,2.82324,-9.48418,1.3428,-1.5259,-1.6479,163.3,-5.3,68.9,0.82305,-2.82324,9.48418,1.3428,1.5259,-1.6479,-343.3,-5.3,68.9,2003,1092,19155,36.48
4400,2026-03-06T18:53:28.931000,18:53:28.931,1.56475,2.95723,-9.46504,-4.9438,0.4883,1.2207,163.0,-5.7,68.9,1.56475,-2.95723,9.46504,-4.9438,-0.4883,1.2207,-343.0,-5.7,68.9,1980,1206,19189,36.48
4401,2026-03-06T18:53:29.031000,18:53:29.031,0.98096,3.39268,-9.54639,3.9062,3.7231,1.1597,163.0,-5.3,68.8,0.98096,-3.39268,9.54639,3.9062,-3.7231,1.1597,-343.0,-5.3,68.8,1985,962,19087,36.48
4402,2026-03-06T18:53:29.130000,18:53:29.130,0.91875,2.86631,-8.46016,-0.1221,-10.9253,-0.4883,162.9,-5.6,68.8,0.91875,-2.86631,8.46016,-0.1221,10.9253,-0.4883,-342.9,-5.6,68.8,1785,1230,19187,36.48
4403,2026-03-06T18:53:29.230000,18:53:29.230,1.11016,3.11514,-9.16357,-1.0376,4.5166,2.9907,162.9,-5.5,68.7,1.11016,-3.11514,9.16357,-1.0376,-4.5166,2.9907,-342.9,-5.5,68.7,1862,1113,19203,36.48
4404,2026-03-06T18:53:29.330000,18:53:29.330,1.1293,3.37354,-9.53203,1.77,-3.6621,-0.1831,162.7,-5.4,68.6,1.1293,-3.37354,9.53203,1.77,3.6621,-0.1831,-342.7,-5.4,68.6,1876,956,19316,36.41
4405,2026-03-06T18:53:29.430000,18:53:29.430,0.91875,3.3209,-9.67559,-2.0142,-1.4038,0.9155,162.7,-5.3,68.6,0.91875,-3.3209,9.67559,-2.0142,1.4038,0.9155,-342.7,-5.3,68.6,1866,1156,19454,36.54
4406,2026-03-06T18:53:29.530000,18:53:29.530,0.80391,3.2252,-9.93398,-1.6479,4.2114,0.3662,162.5,-5.1,68.5,0.80391,-3.2252,9.93398,-1.6479,-4.2114,0.3662,-342.5,-5.1,68.5,2099,1110,19083,36.6
4407,2026-03-06T18:53:29.630000,18:53:29.630,0.90439,3.11514,-9.14443,-0.7324,-4.0894,-0.1831,162.4,-5.2,68.4,0.90439,-3.11514,9.14443,-0.7324,4.0894,-0.1831,-342.4,-5.2,68.4,1896,1185,19358,36.41
4408,2026-03-06T18:53:29.730000,18:53:29.730,0.80391,2.69883,-8.71377,0.8545,-4.0283,0.9766,162.3,-5.1,68.2,0.80391,-2.69883,8.71377,0.8545,4.0283,0.9766,-342.3,-5.1,68.2,2079,1090,19060,36.41
4409,2026-03-06T18:53:29.830000,18:53:29.830,0.60293,2.9668,-9.51768,1.3428,6.5918,-0.6104,162.5,-5.0,68.3,0.60293,-2.9668,9.51768,1.3428,-6.5918,-0.6104,-342.5,-5.0,68.3,1918,1164,19461,36.54
4410,2026-03-06T18:53:29.929000,18:53:29.929,0.44023,2.84238,-9.48896,-0.8545,-2.9297,0.7324,162.5,-5.0,68.3,0.44023,-2.84238,9.48896,-0.8545,2.9297,0.7324,-342.5,-5.0,68.3,1819,1331,19389,36.48
4411,2026-03-06T18:53:30.029000,18:53:30.029,0.79912,2.81367,-9.75215,-1.9531,-1.1597,2.3193,162.5,-4.9,68.1,0.79912,-2.81367,9.75215,-1.9531,1.1597,2.3193,-342.5,-4.9,68.1,1894,1203,19196,36.41
4412,2026-03-06T18:53:30.130000,18:53:30.130,0.82305,3.14385,-9.78086,1.9531,-2.1362,1.0376,162.3,-4.9,68.0,0.82305,-3.14385,9.78086,1.9531,2.1362,1.0376,-342.3,-4.9,68.0,1886,1024,19328,36.54
4413,2026-03-06T18:53:30.230000,18:53:30.230,0.66035,2.88066,-8.95303,-0.6104,-1.4038,1.6479,162.3,-4.8,67.9,0.66035,-2.88066,8.95303,-0.6104,1.4038,1.6479,-342.3,-4.8,67.9,2088,1210,19032,36.54
4414,2026-03-06T18:53:30.330000,18:53:30.330,0.91875,2.89502,-9.04395,-0.9155,5.6152,2.3804,162.2,-4.7,67.7,0.91875,-2.89502,9.04395,-0.9155,-5.6152,2.3804,-342.2,-4.7,67.7,1873,1017,19319,36.41
4415,2026-03-06T18:53:30.430000,18:53:30.430,0.75605,3.03857,-9.27842,-1.77,1.3428,-1.2207,162.4,-4.7,67.6,0.75605,-3.03857,9.27842,-1.77,-1.3428,-1.2207,-342.4,-4.7,67.6,2025,1241,19125,36.54
4416,2026-03-06T18:53:30.529000,18:53:30.529,0.7752,3.00986,-9.78564,3.479,-0.7935,1.709,162.6,-4.6,67.5,0.7752,-3.00986,9.78564,3.479,0.7935,1.709,-342.6,-4.6,67.5,1841,1005,19421,36.6
4417,2026-03-06T18:53:30.629000,18:53:30.629,0.78955,2.8998,-9.42197,-2.3804,2.3804,0.7324,162.5,-4.6,67.4,0.78955,-2.8998,9.42197,-2.3804,-2.3804,0.7324,-342.5,-4.6,67.4,1759,1088,19546,36.41
4418,2026-03-06T18:53:30.729000,18:53:30.729,0.83262,2.8041,-9.25449,-6.0425,4.8828,0.3052,162.6,-4.7,67.3,0.83262,-2.8041,9.25449,-6.0425,-4.8828,0.3052,-342.6,-4.7,67.3,1855,1347,19331,36.54
4419,2026-03-06T18:53:30.829000,18:53:30.829,0.61729,2.44043,-8.65156,-1.8311,-0.9766,0.6104,162.7,-4.4,67.2,0.61729,-2.44043,8.65156,-1.8311,0.9766,0.6104,-342.7,-4.4,67.2,1998,1086,19187,36.48
4420,2026-03-06T18:53:30.929000,18:53:30.929,0.63164,2.65098,-8.9291,3.9062,-3.2349,0.9155,162.8,-4.5,67.1,0.63164,-2.65098,8.9291,3.9062,3.2349,0.9155,-342.8,-4.5,67.1,1925,1399,19248,36.48
4421,2026-03-06T18:53:31.029000,18:53:31.029,0.66992,2.59355,-8.58936,3.7842,-2.1362,1.6479,162.9,-4.8,67.0,0.66992,-2.59355,8.58936,3.7842,2.1362,1.6479,-342.9,-4.8,67.0,1959,1106,19152,36.54
4422,2026-03-06T18:53:31.129000,18:53:31.129,0.85654,3.01943,-9.9292,7.019,-3.9062,1.4648,163.1,-4.8,66.9,0.85654,-3.01943,9.9292,7.019,3.9062,1.4648,-343.1,-4.8,66.9,1853,1473,19378,36.48
4423,2026-03-06T18:53:31.229000,18:53:31.229,0.69385,2.88066,-9.14922,-5.7373,0.6714,1.2207,163.1,-4.8,66.8,0.69385,-2.88066,9.14922,-5.7373,-0.6714,1.2207,-343.1,-4.8,66.8,1840,1394,19269,36.54
4424,2026-03-06T18:53:31.328000,18:53:31.328,0.44502,2.60313,-9.20186,2.5024,3.2349,2.4414,163.2,-4.6,66.6,0.44502,-2.60313,9.20186,2.5024,-3.2349,2.4414,-343.2,-4.6,66.6,1793,1210,19289,36.41
4425,2026-03-06T18:53:31.428000,18:53:31.428,0.7752,2.62705,-9.37891,-5.3101,-1.2817,0.3662,163.0,-4.8,66.5,0.7752,-2.62705,9.37891,-5.3101,1.2817,0.3662,-343.0,-4.8,66.5,1636,1214,19494,36.67
4426,2026-03-06T18:53:31.528000,18:53:31.528,0.71777,2.68926,-9.32148,-2.8076,3.6621,1.0986,163.0,-4.7,66.4,0.71777,-2.68926,9.32148,-2.8076,-3.6621,1.0986,-343.0,-4.7,66.4,1999,1330,19113,36.48
4427,2026-03-06T18:53:31.627000,18:53:31.627,0.65557,2.57441,-9.05352,-3.6011,1.2207,1.2207,162.9,-4.5,66.3,0.65557,-2.57441,9.05352,-3.6011,-1.2207,1.2207,-342.9,-4.5,66.3,1612,1168,19598,36.54
4428,2026-03-06T18:53:31.728000,18:53:31.728,0.74648,2.32559,-9.32627,-3.9062,1.5259,0.7935,163.0,-4.5,66.1,0.74648,-2.32559,9.32627,-3.9062,-1.5259,0.7935,-343.0,-4.5,66.1,1946,1291,19140,36.6
4429,2026-03-06T18:53:31.828000,18:53:31.828,0.52158,2.51699,-9.8,2.1973,-1.77,2.3804,163.4,-4.1,65.9,0.52158,-2.51699,9.8,2.1973,1.77,2.3804,-343.4,-4.1,65.9,1617,1160,19530,36.54
4430,2026-03-06T18:53:31.928000,18:53:31.928,0.32061,2.20596,-8.85254,-4.1504,-1.1597,1.2207,163.3,-3.9,65.7,0.32061,-2.20596,8.85254,-4.1504,1.1597,1.2207,-343.3,-3.9,65.7,1617,1385,19606,36.54
4431,2026-03-06T18:53:32.028000,18:53:32.028,0.27754,2.33037,-9.72822,-2.8076,7.9956,1.4038,163.8,-3.8,65.6,0.27754,-2.33037,9.72822,-2.8076,-7.9956,1.4038,-343.8,-3.8,65.6,1891,1445,19215,36.54
4432,2026-03-06T18:53:32.127000,18:53:32.127,0.39238,2.31602,-9.24014,7.2632,-7.5073,1.709,163.6,-3.8,65.4,0.39238,-2.31602,9.24014,7.2632,7.5073,1.709,-343.6,-3.8,65.4,1849,1159,19233,36.54
4433,2026-03-06T18:53:32.227000,18:53:32.227,0.87568,2.47393,-10.01533,-1.2817,0.5493,0.3052,163.8,-4.2,65.4,0.87568,-2.47393,10.01533,-1.2817,-0.5493,0.3052,-343.8,-4.2,65.4,1977,1535,19147,36.54
4434,2026-03-06T18:53:32.327000,18:53:32.327,0.69385,2.43564,-9.95791,-2.5635,-2.9907,0.9155,163.8,-3.7,65.2,0.69385,-2.43564,9.95791,-2.5635,2.9907,0.9155,-343.8,-3.7,65.2,1885,1166,19292,36.6
